Date,Machine_ID,Machine_Type,Production_Line,Install_Date,Last_Maintenance_Date,Avg_Error_Count_Monthly,Avg_Lifetime_Years,Plant_Number,Plant_Address
2020-05-31,Machine_1043,CNC,Line_1,2019-04-16,2019-07-29,8,9,PL-123,"Suzhou, China"
2020-05-31,Machine_1044,Drilling,Line_2,2014-07-19,2019-08-23,13,11,PL-123,"Suzhou, China"
2020-05-31,Machine_1045,3D Printer,Line_4,2019-04-01,2019-10-03,2,10,PL-123,"Suzhou, China"
2020-05-31,Machine_1046,3D Printer,Line_4,2015-04-23,2019-07-03,12,6,PL-123,"Suzhou, China"
2020-05-31,Machine_1047,Lathe,Line_3,2016-12-02,2019-07-22,3,15,PL-123,"Suzhou, China"
2020-05-31,Machine_1048,Lathe,Line_1,2016-12-27,2019-07-26,4,5,PL-123,"Suzhou, China"
2020-05-31,Machine_1049,3D Printer,Line_1,2018-06-26,2019-10-26,12,9,PL-123,"Suzhou, China"
2020-06-30,Machine_1000,3D Printer,Line_2,2015-03-01,2019-10-21,12,8,PL-123,"Suzhou, China"
2020-06-30,Machine_1001,Drilling,Line_3,2018-12-22,2019-07-20,6,16,PL-123,"Suzhou, China"
2020-06-30,Machine_1002,Milling,Line_3,2018-05-14,2019-02-04,5,7,PL-123,"Suzhou, China"
2020-06-30,Machine_1003,Lathe,Line_4,2015-03-16,2019-07-08,4,6,PL-123,"Suzhou, China"
2020-06-30,Machine_1004,Milling,Line_4,2017-11-17,2019-07-10,7,14,PL-123,"Suzhou, China"
2020-06-30,Machine_1005,Drilling,Line_4,2014-09-26,2019-09-29,13,6,PL-123,"Suzhou, China"
2020-06-30,Machine_1006,3D Printer,Line_2,2016-11-06,2019-08-08,0,18,PL-123,"Suzhou, China"
2020-06-30,Machine_1007,Milling,Line_2,2016-01-06,2019-06-17,6,19,PL-123,"Suzhou, China"
2020-06-30,Machine_1008,3D Printer,Line_4,2016-12-03,2019-12-21,11,8,PL-123,"Suzhou, China"
2020-06-30,Machine_1009,3D Printer,Line_3,2016-05-30,2019-09-08,5,6,PL-123,"Suzhou, China"
2020-06-30,Machine_1010,CNC,Line_2,2019-07-30,2019-10-12,10,8,PL-123,"Suzhou, China"
2020-06-30,Machine_1011,Milling,Line_3,2018-03-26,2019-08-19,4,7,PL-123,"Suzhou, China"
2020-06-30,Machine_1012,Milling,Line_3,2016-08-14,2019-07-06,6,13,PL-123,"Suzhou, China"
2020-06-30,Machine_1013,3D Printer,Line_1,2014-09-28,2019-06-01,2,11,PL-123,"Suzhou, China"
2020-06-30,Machine_1014,Drilling,Line_4,2016-01-29,2019-02-13,0,18,PL-123,"Suzhou, China"
2020-06-30,Machine_1015,CNC,Line_1,2019-08-19,2019-01-20,8,17,PL-123,"Suzhou, China"
2020-06-30,Machine_1016,3D Printer,Line_4,2018-07-12,2019-06-11,1,15,PL-123,"Suzhou, China"
2020-06-30,Machine_1017,Lathe,Line_4,2014-12-06,2019-07-18,12,19,PL-123,"Suzhou, China"
2020-06-30,Machine_1018,Lathe,Line_3,2015-04-22,2019-08-04,9,16,PL-123,"Suzhou, China"
2020-06-30,Machine_1019,CNC,Line_4,2014-08-31,2019-03-23,14,7,PL-123,"Suzhou, China"
2020-06-30,Machine_1020,Drilling,Line_3,2018-02-06,2019-12-16,2,17,PL-123,"Suzhou, China"
2020-06-30,Machine_1021,3D Printer,Line_3,2015-05-07,2019-10-30,7,19,PL-123,"Suzhou, China"
2020-06-30,Machine_1022,Milling,Line_4,2016-01-14,2019-09-10,11,18,PL-123,"Suzhou, China"
2020-06-30,Machine_1023,CNC,Line_3,2015-03-05,2019-01-15,9,12,PL-123,"Suzhou, China"
2020-06-30,Machine_1024,Drilling,Line_3,2018-11-21,2019-01-19,8,13,PL-123,"Suzhou, China"
2020-06-30,Machine_1025,Milling,Line_3,2015-06-19,2019-10-23,12,17,PL-123,"Suzhou, China"
2020-06-30,Machine_1026,Lathe,Line_2,2014-12-07,2019-09-27,2,11,PL-123,"Suzhou, China"
2020-06-30,Machine_1027,Lathe,Line_3,2018-01-13,2019-04-09,5,10,PL-123,"Suzhou, China"
2020-06-30,Machine_1028,Milling,Line_2,2016-08-17,2019-06-28,6,8,PL-123,"Suzhou, China"
2020-06-30,Machine_1029,CNC,Line_2,2015-11-28,2019-04-25,14,9,PL-123,"Suzhou, China"
2020-06-30,Machine_1030,Lathe,Line_3,2018-10-02,2019-06-03,0,12,PL-123,"Suzhou, China"
2020-06-30,Machine_1031,3D Printer,Line_3,2019-03-27,2019-11-22,13,7,PL-123,"Suzhou, China"
2020-06-30,Machine_1032,Milling,Line_2,2015-12-14,2019-03-09,6,6,PL-123,"Suzhou, China"
2020-06-30,Machine_1033,Milling,Line_2,2015-01-28,2019-10-04,3,7,PL-123,"Suzhou, China"
2020-06-30,Machine_1034,Lathe,Line_3,2019-07-18,2019-12-12,4,16,PL-123,"Suzhou, China"
2020-06-30,Machine_1035,CNC,Line_3,2018-12-06,2019-04-13,7,11,PL-123,"Suzhou, China"
2020-06-30,Machine_1036,3D Printer,Line_4,2017-11-01,2019-03-11,3,12,PL-123,"Suzhou, China"
2020-06-30,Machine_1037,CNC,Line_2,2019-03-27,2019-06-30,14,5,PL-123,"Suzhou, China"
2020-06-30,Machine_1038,Drilling,Line_2,2015-08-26,2019-08-19,3,17,PL-123,"Suzhou, China"
2020-06-30,Machine_1039,Drilling,Line_4,2018-07-17,2019-11-06,7,11,PL-123,"Suzhou, China"
2020-06-30,Machine_1040,Lathe,Line_2,2015-08-28,2019-05-31,14,13,PL-123,"Suzhou, China"
2020-06-30,Machine_1041,Lathe,Line_1,2015-01-23,2019-09-07,4,16,PL-123,"Suzhou, China"
2020-06-30,Machine_1042,Lathe,Line_2,2017-03-24,2019-03-23,12,17,PL-123,"Suzhou, China"
2020-06-30,Machine_1043,Drilling,Line_4,2015-06-19,2019-01-20,5,18,PL-123,"Suzhou, China"
2020-06-30,Machine_1044,CNC,Line_1,2019-07-20,2019-08-22,11,18,PL-123,"Suzhou, China"
2020-06-30,Machine_1045,CNC,Line_3,2016-11-13,2019-08-11,10,19,PL-123,"Suzhou, China"
2020-06-30,Machine_1046,Lathe,Line_4,2015-04-02,2019-09-07,13,7,PL-123,"Suzhou, China"
2020-06-30,Machine_1047,3D Printer,Line_4,2018-09-05,2019-02-21,4,19,PL-123,"Suzhou, China"
2020-06-30,Machine_1048,CNC,Line_3,2014-09-14,2019-01-28,0,7,PL-123,"Suzhou, China"
2020-06-30,Machine_1049,Drilling,Line_4,2015-03-30,2019-11-03,6,12,PL-123,"Suzhou, China"
2020-07-31,Machine_1000,Milling,Line_2,2015-05-25,2019-01-20,5,8,PL-123,"Suzhou, China"
2020-07-31,Machine_1001,Milling,Line_3,2019-08-16,2019-09-19,1,18,PL-123,"Suzhou, China"
2020-07-31,Machine_1002,Milling,Line_4,2016-02-23,2019-03-30,10,12,PL-123,"Suzhou, China"
2020-07-31,Machine_1003,3D Printer,Line_3,2017-06-24,2019-11-30,6,9,PL-123,"Suzhou, China"
2020-07-31,Machine_1004,Lathe,Line_3,2018-01-30,2019-10-30,5,18,PL-123,"Suzhou, China"
2020-07-31,Machine_1005,Drilling,Line_3,2015-04-17,2019-04-13,4,7,PL-123,"Suzhou, China"
2020-07-31,Machine_1006,3D Printer,Line_1,2017-07-31,2019-05-02,7,19,PL-123,"Suzhou, China"
2020-07-31,Machine_1007,Drilling,Line_4,2016-01-03,2019-10-25,4,8,PL-123,"Suzhou, China"
2020-07-31,Machine_1008,Drilling,Line_1,2016-05-30,2019-07-12,10,18,PL-123,"Suzhou, China"
2020-07-31,Machine_1009,Lathe,Line_4,2017-11-22,2019-04-08,1,8,PL-123,"Suzhou, China"
2020-07-31,Machine_1010,Milling,Line_2,2016-04-05,2019-02-12,5,12,PL-123,"Suzhou, China"
2020-07-31,Machine_1011,Lathe,Line_2,2016-09-22,2019-05-21,13,10,PL-123,"Suzhou, China"
2020-07-31,Machine_1012,3D Printer,Line_2,2018-06-02,2019-06-23,11,11,PL-123,"Suzhou, China"
2020-07-31,Machine_1013,3D Printer,Line_4,2018-03-12,2019-10-27,0,13,PL-123,"Suzhou, China"
2020-07-31,Machine_1014,3D Printer,Line_3,2019-06-15,2019-07-31,4,19,PL-123,"Suzhou, China"
2020-07-31,Machine_1015,Lathe,Line_3,2018-04-28,2019-09-24,13,10,PL-123,"Suzhou, China"
2020-07-31,Machine_1016,Drilling,Line_1,2014-11-09,2019-02-15,5,7,PL-123,"Suzhou, China"
2020-07-31,Machine_1017,Drilling,Line_1,2019-04-01,2019-11-08,14,19,PL-123,"Suzhou, China"
2020-07-31,Machine_1018,CNC,Line_2,2019-01-29,2019-04-10,6,17,PL-123,"Suzhou, China"
2020-07-31,Machine_1019,3D Printer,Line_1,2017-03-28,2019-12-02,13,7,PL-123,"Suzhou, China"
2020-07-31,Machine_1020,Drilling,Line_4,2016-10-06,2019-12-02,1,15,PL-123,"Suzhou, China"
2020-07-31,Machine_1021,CNC,Line_4,2014-07-23,2019-11-01,0,7,PL-123,"Suzhou, China"
2020-07-31,Machine_1022,Drilling,Line_1,2016-08-27,2019-01-19,5,16,PL-123,"Suzhou, China"
2020-07-31,Machine_1023,3D Printer,Line_1,2017-05-06,2019-07-05,2,14,PL-123,"Suzhou, China"
2020-07-31,Machine_1024,Milling,Line_1,2018-05-17,2019-10-17,4,6,PL-123,"Suzhou, China"
2020-07-31,Machine_1025,3D Printer,Line_1,2017-02-19,2019-09-01,11,5,PL-123,"Suzhou, China"
2020-07-31,Machine_1026,Lathe,Line_2,2015-07-09,2019-02-26,14,15,PL-123,"Suzhou, China"
2020-07-31,Machine_1027,Drilling,Line_2,2017-08-30,2019-07-16,10,14,PL-123,"Suzhou, China"
2020-07-31,Machine_1028,Drilling,Line_1,2016-02-11,2019-04-01,12,5,PL-123,"Suzhou, China"
2020-07-31,Machine_1029,Lathe,Line_4,2019-02-25,2019-02-06,14,8,PL-123,"Suzhou, China"
2020-07-31,Machine_1030,Lathe,Line_2,2016-08-03,2019-05-05,1,7,PL-123,"Suzhou, China"
2020-07-31,Machine_1031,Milling,Line_4,2016-04-19,2019-02-01,14,9,PL-123,"Suzhou, China"
2020-07-31,Machine_1032,Drilling,Line_3,2015-04-20,2019-10-16,0,16,PL-123,"Suzhou, China"
2020-07-31,Machine_1033,Drilling,Line_4,2015-02-17,2019-11-25,0,13,PL-123,"Suzhou, China"
2020-07-31,Machine_1034,Milling,Line_1,2015-11-12,2019-08-29,12,16,PL-123,"Suzhou, China"
2020-07-31,Machine_1035,CNC,Line_3,2019-05-07,2019-11-02,10,17,PL-123,"Suzhou, China"
2020-07-31,Machine_1036,Milling,Line_2,2018-04-01,2019-06-25,3,12,PL-123,"Suzhou, China"
2020-07-31,Machine_1037,3D Printer,Line_2,2015-11-09,2019-04-07,9,16,PL-123,"Suzhou, China"
2020-07-31,Machine_1038,Drilling,Line_3,2018-12-28,2019-10-05,12,13,PL-123,"Suzhou, China"
2020-07-31,Machine_1039,Lathe,Line_4,2014-11-06,2019-03-25,1,17,PL-123,"Suzhou, China"
2020-07-31,Machine_1040,3D Printer,Line_2,2016-11-22,2019-09-06,0,9,PL-123,"Suzhou, China"
2020-07-31,Machine_1041,Drilling,Line_1,2014-07-21,2019-10-10,5,12,PL-123,"Suzhou, China"
2020-07-31,Machine_1042,Milling,Line_3,2015-11-11,2019-07-01,13,8,PL-123,"Suzhou, China"
2020-07-31,Machine_1043,3D Printer,Line_1,2016-01-02,2019-06-22,3,9,PL-123,"Suzhou, China"
2020-07-31,Machine_1044,Drilling,Line_3,2018-05-06,2019-11-30,9,19,PL-123,"Suzhou, China"
2020-07-31,Machine_1045,CNC,Line_2,2016-08-20,2019-03-24,12,16,PL-123,"Suzhou, China"
2020-07-31,Machine_1046,CNC,Line_4,2019-08-23,2019-08-16,11,7,PL-123,"Suzhou, China"
2020-07-31,Machine_1047,Lathe,Line_3,2016-09-21,2019-03-07,14,9,PL-123,"Suzhou, China"
2020-07-31,Machine_1048,Drilling,Line_3,2016-06-16,2019-02-06,6,16,PL-123,"Suzhou, China"
2020-07-31,Machine_1049,CNC,Line_1,2014-08-08,2019-06-20,10,7,PL-123,"Suzhou, China"
2020-08-31,Machine_1000,Milling,Line_2,2016-09-26,2019-10-25,5,9,PL-123,"Suzhou, China"
2020-08-31,Machine_1001,Drilling,Line_1,2017-07-03,2019-12-22,4,15,PL-123,"Suzhou, China"
2020-08-31,Machine_1002,Milling,Line_2,2018-09-27,2019-08-14,9,18,PL-123,"Suzhou, China"
2020-08-31,Machine_1003,Milling,Line_1,2015-02-24,2019-10-17,11,9,PL-123,"Suzhou, China"
2020-08-31,Machine_1004,CNC,Line_3,2015-09-28,2019-03-05,12,10,PL-123,"Suzhou, China"
2020-08-31,Machine_1005,Drilling,Line_1,2017-03-09,2019-03-13,11,13,PL-123,"Suzhou, China"
2020-08-31,Machine_1006,3D Printer,Line_4,2019-06-16,2019-09-25,11,5,PL-123,"Suzhou, China"
2020-08-31,Machine_1007,CNC,Line_2,2015-02-15,2019-09-14,11,16,PL-123,"Suzhou, China"
2020-08-31,Machine_1008,CNC,Line_2,2019-09-15,2019-06-17,1,14,PL-123,"Suzhou, China"
2020-08-31,Machine_1009,Drilling,Line_3,2015-05-10,2019-01-11,4,18,PL-123,"Suzhou, China"
2020-08-31,Machine_1010,Drilling,Line_2,2017-10-27,2019-04-26,8,10,PL-123,"Suzhou, China"
2020-08-31,Machine_1011,Milling,Line_4,2016-11-05,2019-03-28,8,5,PL-123,"Suzhou, China"
2020-08-31,Machine_1012,Drilling,Line_1,2016-08-12,2019-05-18,1,10,PL-123,"Suzhou, China"
2020-08-31,Machine_1013,Milling,Line_3,2018-06-19,2019-06-30,6,6,PL-123,"Suzhou, China"
2020-08-31,Machine_1014,CNC,Line_4,2017-03-17,2019-01-16,9,12,PL-123,"Suzhou, China"
2020-08-31,Machine_1015,Lathe,Line_2,2016-07-14,2019-05-04,13,15,PL-123,"Suzhou, China"
2020-08-31,Machine_1016,3D Printer,Line_2,2018-08-30,2019-07-25,3,7,PL-123,"Suzhou, China"
2020-08-31,Machine_1017,CNC,Line_4,2017-12-31,2019-03-21,12,14,PL-123,"Suzhou, China"
2020-08-31,Machine_1018,Drilling,Line_1,2017-11-11,2019-05-08,12,18,PL-123,"Suzhou, China"
2020-08-31,Machine_1019,3D Printer,Line_1,2019-04-20,2019-07-05,2,10,PL-123,"Suzhou, China"
2020-08-31,Machine_1020,Lathe,Line_3,2018-10-24,2019-05-14,10,10,PL-123,"Suzhou, China"
2020-08-31,Machine_1021,Lathe,Line_2,2014-07-27,2019-05-24,0,19,PL-123,"Suzhou, China"
2020-08-31,Machine_1022,Milling,Line_4,2019-01-07,2019-03-16,2,8,PL-123,"Suzhou, China"
2020-08-31,Machine_1023,3D Printer,Line_1,2019-07-04,2019-11-12,10,9,PL-123,"Suzhou, China"
2020-08-31,Machine_1024,Milling,Line_3,2017-08-31,2019-08-23,8,6,PL-123,"Suzhou, China"
2020-08-31,Machine_1025,CNC,Line_2,2015-09-20,2019-05-10,13,14,PL-123,"Suzhou, China"
2020-08-31,Machine_1026,3D Printer,Line_2,2016-06-15,2019-03-04,14,19,PL-123,"Suzhou, China"
2020-08-31,Machine_1027,CNC,Line_3,2016-04-17,2019-09-26,8,14,PL-123,"Suzhou, China"
2020-08-31,Machine_1028,Milling,Line_3,2017-10-04,2019-03-31,6,12,PL-123,"Suzhou, China"
2020-08-31,Machine_1029,3D Printer,Line_1,2019-07-11,2019-11-24,2,14,PL-123,"Suzhou, China"
2020-08-31,Machine_1030,Milling,Line_4,2016-03-09,2019-04-20,12,11,PL-123,"Suzhou, China"
2020-08-31,Machine_1031,3D Printer,Line_2,2018-01-06,2019-02-10,2,14,PL-123,"Suzhou, China"
2020-08-31,Machine_1032,Milling,Line_4,2019-07-24,2019-04-23,3,10,PL-123,"Suzhou, China"
2020-08-31,Machine_1033,Lathe,Line_2,2017-05-03,2019-10-23,6,11,PL-123,"Suzhou, China"
2020-08-31,Machine_1034,Milling,Line_2,2018-11-08,2019-07-29,6,16,PL-123,"Suzhou, China"
2020-08-31,Machine_1035,Lathe,Line_4,2019-06-14,2019-07-02,11,5,PL-123,"Suzhou, China"
2020-08-31,Machine_1036,Milling,Line_3,2015-10-02,2019-03-20,11,18,PL-123,"Suzhou, China"
2020-08-31,Machine_1037,3D Printer,Line_1,2017-05-03,2019-01-23,13,18,PL-123,"Suzhou, China"
2020-08-31,Machine_1038,3D Printer,Line_2,2014-12-13,2019-08-03,1,9,PL-123,"Suzhou, China"
2020-08-31,Machine_1039,3D Printer,Line_3,2017-02-12,2019-11-09,11,11,PL-123,"Suzhou, China"
2020-08-31,Machine_1040,Drilling,Line_2,2019-01-12,2019-08-01,14,5,PL-123,"Suzhou, China"
2020-08-31,Machine_1041,CNC,Line_1,2015-06-21,2019-01-04,4,6,PL-123,"Suzhou, China"
2020-08-31,Machine_1042,3D Printer,Line_2,2018-03-03,2019-01-24,6,13,PL-123,"Suzhou, China"
2020-08-31,Machine_1043,Lathe,Line_1,2019-06-04,2019-10-29,6,16,PL-123,"Suzhou, China"
2020-08-31,Machine_1044,3D Printer,Line_1,2017-01-12,2019-02-19,5,7,PL-123,"Suzhou, China"
2020-08-31,Machine_1045,Drilling,Line_2,2016-01-26,2019-07-15,9,10,PL-123,"Suzhou, China"
2020-08-31,Machine_1046,Lathe,Line_2,2016-12-30,2019-03-13,9,19,PL-123,"Suzhou, China"
2020-08-31,Machine_1047,Drilling,Line_1,2018-06-20,2019-02-01,11,11,PL-123,"Suzhou, China"
2020-08-31,Machine_1048,Lathe,Line_3,2017-10-16,2019-06-08,7,13,PL-123,"Suzhou, China"
2020-08-31,Machine_1049,Milling,Line_4,2017-04-20,2019-07-17,2,9,PL-123,"Suzhou, China"
2020-09-30,Machine_1000,CNC,Line_1,2015-08-30,2019-10-04,14,8,PL-123,"Suzhou, China"
2020-09-30,Machine_1001,CNC,Line_2,2014-07-23,2019-11-22,0,15,PL-123,"Suzhou, China"
2020-09-30,Machine_1002,Drilling,Line_2,2016-09-03,2019-09-02,2,16,PL-123,"Suzhou, China"
2020-09-30,Machine_1003,CNC,Line_3,2016-10-13,2019-11-07,10,19,PL-123,"Suzhou, China"
2020-09-30,Machine_1004,Drilling,Line_4,2014-09-21,2019-01-04,1,6,PL-123,"Suzhou, China"
2020-09-30,Machine_1005,Drilling,Line_1,2018-04-22,2019-06-01,1,7,PL-123,"Suzhou, China"
2020-09-30,Machine_1006,Drilling,Line_1,2017-07-04,2019-11-01,13,19,PL-123,"Suzhou, China"
2020-09-30,Machine_1007,CNC,Line_4,2016-08-28,2019-08-07,13,9,PL-123,"Suzhou, China"
2020-09-30,Machine_1008,Drilling,Line_1,2019-01-31,2019-10-10,1,15,PL-123,"Suzhou, China"
2020-09-30,Machine_1009,CNC,Line_4,2015-11-26,2019-11-12,4,19,PL-123,"Suzhou, China"
2020-09-30,Machine_1010,Drilling,Line_2,2015-05-03,2019-10-07,12,17,PL-123,"Suzhou, China"
2020-09-30,Machine_1011,3D Printer,Line_4,2017-03-11,2019-06-19,0,6,PL-123,"Suzhou, China"
2020-09-30,Machine_1012,Drilling,Line_1,2018-03-16,2019-11-01,9,17,PL-123,"Suzhou, China"
2020-09-30,Machine_1013,Lathe,Line_4,2017-12-14,2019-09-27,3,8,PL-123,"Suzhou, China"
2020-09-30,Machine_1014,Drilling,Line_3,2019-02-02,2019-09-05,13,5,PL-123,"Suzhou, China"
2020-09-30,Machine_1015,Milling,Line_2,2016-11-02,2019-05-12,9,8,PL-123,"Suzhou, China"
2020-09-30,Machine_1016,Drilling,Line_2,2016-02-19,2019-04-19,4,11,PL-123,"Suzhou, China"
2020-09-30,Machine_1017,Lathe,Line_4,2015-03-07,2019-10-15,1,19,PL-123,"Suzhou, China"
2020-09-30,Machine_1018,Lathe,Line_1,2018-02-22,2019-08-25,4,18,PL-123,"Suzhou, China"
2020-09-30,Machine_1019,CNC,Line_3,2018-03-31,2019-10-17,9,16,PL-123,"Suzhou, China"
2020-09-30,Machine_1020,3D Printer,Line_2,2019-06-02,2019-10-23,14,7,PL-123,"Suzhou, China"
2020-09-30,Machine_1021,Drilling,Line_2,2019-03-04,2019-01-30,3,14,PL-123,"Suzhou, China"
2020-09-30,Machine_1022,CNC,Line_1,2016-11-05,2019-06-15,7,12,PL-123,"Suzhou, China"
2020-09-30,Machine_1023,3D Printer,Line_1,2017-12-20,2019-06-17,0,10,PL-123,"Suzhou, China"
2020-09-30,Machine_1024,Drilling,Line_3,2018-06-07,2019-07-25,14,10,PL-123,"Suzhou, China"
2020-09-30,Machine_1025,Milling,Line_4,2017-10-27,2019-03-12,11,18,PL-123,"Suzhou, China"
2020-09-30,Machine_1026,Drilling,Line_1,2019-01-14,2019-09-18,4,19,PL-123,"Suzhou, China"
2020-09-30,Machine_1027,Lathe,Line_4,2014-09-28,2019-02-14,13,5,PL-123,"Suzhou, China"
2020-09-30,Machine_1028,Lathe,Line_3,2017-04-02,2019-02-17,13,9,PL-123,"Suzhou, China"
2020-09-30,Machine_1029,Milling,Line_4,2018-09-03,2019-04-04,10,7,PL-123,"Suzhou, China"
2020-09-30,Machine_1030,CNC,Line_2,2019-07-24,2019-09-17,11,19,PL-123,"Suzhou, China"
2020-09-30,Machine_1031,3D Printer,Line_4,2018-04-27,2019-09-01,9,14,PL-123,"Suzhou, China"
2020-09-30,Machine_1032,Drilling,Line_3,2018-07-21,2019-08-20,0,19,PL-123,"Suzhou, China"
2020-09-30,Machine_1033,Lathe,Line_3,2018-02-21,2019-08-13,9,5,PL-123,"Suzhou, China"
2020-09-30,Machine_1034,CNC,Line_3,2015-06-16,2019-08-24,9,12,PL-123,"Suzhou, China"
2020-09-30,Machine_1035,Milling,Line_4,2015-01-13,2019-06-09,3,11,PL-123,"Suzhou, China"
2020-09-30,Machine_1036,Lathe,Line_2,2016-07-16,2019-03-04,7,11,PL-123,"Suzhou, China"
2020-09-30,Machine_1037,Milling,Line_1,2017-09-11,2019-08-23,0,16,PL-123,"Suzhou, China"
2020-09-30,Machine_1038,Drilling,Line_2,2016-02-08,2019-03-16,10,14,PL-123,"Suzhou, China"
2020-09-30,Machine_1039,3D Printer,Line_4,2017-11-18,2019-04-07,14,18,PL-123,"Suzhou, China"
2020-09-30,Machine_1040,Lathe,Line_4,2018-11-17,2019-11-14,1,14,PL-123,"Suzhou, China"
2020-09-30,Machine_1041,Lathe,Line_1,2018-06-10,2019-10-30,0,14,PL-123,"Suzhou, China"
2020-09-30,Machine_1042,Drilling,Line_4,2015-11-07,2019-07-15,10,8,PL-123,"Suzhou, China"
2020-09-30,Machine_1043,CNC,Line_3,2015-03-03,2019-03-09,6,17,PL-123,"Suzhou, China"
2020-09-30,Machine_1044,3D Printer,Line_3,2015-09-16,2019-06-06,1,19,PL-123,"Suzhou, China"
2020-09-30,Machine_1045,Lathe,Line_3,2014-11-07,2019-03-22,0,15,PL-123,"Suzhou, China"
2020-09-30,Machine_1046,3D Printer,Line_3,2017-07-07,2019-12-07,14,10,PL-123,"Suzhou, China"
2020-09-30,Machine_1047,Lathe,Line_3,2019-04-05,2019-07-03,11,17,PL-123,"Suzhou, China"
2020-09-30,Machine_1048,3D Printer,Line_4,2018-02-25,2019-04-19,5,13,PL-123,"Suzhou, China"
2020-09-30,Machine_1049,Milling,Line_1,2019-08-24,2019-05-19,5,19,PL-123,"Suzhou, China"
2020-10-31,Machine_1000,Lathe,Line_1,2019-08-08,2019-09-27,9,18,PL-123,"Suzhou, China"
2020-10-31,Machine_1001,3D Printer,Line_3,2019-05-17,2019-10-02,1,7,PL-123,"Suzhou, China"
2020-10-31,Machine_1002,CNC,Line_4,2018-10-07,2019-10-22,14,19,PL-123,"Suzhou, China"
2020-10-31,Machine_1003,Milling,Line_2,2017-01-19,2019-03-11,0,13,PL-123,"Suzhou, China"
2020-10-31,Machine_1004,Milling,Line_2,2014-08-12,2019-11-11,13,8,PL-123,"Suzhou, China"
2020-10-31,Machine_1005,CNC,Line_4,2015-03-23,2019-12-11,9,9,PL-123,"Suzhou, China"
2020-10-31,Machine_1006,3D Printer,Line_3,2015-05-03,2019-02-05,2,11,PL-123,"Suzhou, China"
2020-10-31,Machine_1007,Drilling,Line_1,2019-07-28,2019-05-03,9,10,PL-123,"Suzhou, China"
2020-10-31,Machine_1008,CNC,Line_4,2016-08-20,2019-01-28,13,14,PL-123,"Suzhou, China"
2020-10-31,Machine_1009,3D Printer,Line_2,2017-07-04,2019-08-14,4,12,PL-123,"Suzhou, China"
2020-10-31,Machine_1010,CNC,Line_2,2016-01-09,2019-08-30,5,12,PL-123,"Suzhou, China"
2020-10-31,Machine_1011,CNC,Line_2,2017-08-17,2019-05-19,2,12,PL-123,"Suzhou, China"
2020-10-31,Machine_1012,Lathe,Line_3,2014-09-02,2019-08-08,8,7,PL-123,"Suzhou, China"
2020-10-31,Machine_1013,3D Printer,Line_2,2017-11-10,2019-09-08,10,19,PL-123,"Suzhou, China"
2020-10-31,Machine_1014,Drilling,Line_4,2015-11-17,2019-06-27,4,18,PL-123,"Suzhou, China"
2020-10-31,Machine_1015,Lathe,Line_4,2016-06-25,2019-12-07,12,14,PL-123,"Suzhou, China"
2020-10-31,Machine_1016,CNC,Line_2,2016-12-31,2019-04-25,1,10,PL-123,"Suzhou, China"
2020-10-31,Machine_1017,CNC,Line_4,2018-12-12,2019-01-23,9,11,PL-123,"Suzhou, China"
2020-10-31,Machine_1018,CNC,Line_2,2016-09-24,2019-05-11,5,13,PL-123,"Suzhou, China"
2020-10-31,Machine_1019,3D Printer,Line_2,2014-10-29,2019-04-25,11,14,PL-123,"Suzhou, China"
2020-10-31,Machine_1020,3D Printer,Line_1,2015-09-07,2019-08-04,7,14,PL-123,"Suzhou, China"
2020-10-31,Machine_1021,Lathe,Line_3,2017-04-21,2019-06-07,10,18,PL-123,"Suzhou, China"
2020-10-31,Machine_1022,Drilling,Line_3,2015-05-17,2019-09-02,5,16,PL-123,"Suzhou, China"
2020-10-31,Machine_1023,Lathe,Line_1,2014-08-22,2019-08-18,3,19,PL-123,"Suzhou, China"
2020-10-31,Machine_1024,Milling,Line_1,2018-08-23,2019-12-02,5,8,PL-123,"Suzhou, China"
2020-10-31,Machine_1025,CNC,Line_3,2015-07-08,2019-07-29,7,9,PL-123,"Suzhou, China"
2020-10-31,Machine_1026,CNC,Line_2,2019-08-29,2019-09-25,7,12,PL-123,"Suzhou, China"
2020-10-31,Machine_1027,CNC,Line_2,2018-11-15,2019-02-23,12,5,PL-123,"Suzhou, China"
2020-10-31,Machine_1028,Lathe,Line_3,2019-05-21,2019-06-03,9,16,PL-123,"Suzhou, China"
2020-10-31,Machine_1029,Lathe,Line_2,2015-10-23,2019-09-29,1,10,PL-123,"Suzhou, China"
2020-10-31,Machine_1030,CNC,Line_1,2015-05-19,2019-07-09,7,19,PL-123,"Suzhou, China"
2020-10-31,Machine_1031,Lathe,Line_2,2016-05-20,2019-10-12,5,8,PL-123,"Suzhou, China"
2020-10-31,Machine_1032,3D Printer,Line_2,2017-07-05,2019-02-28,1,9,PL-123,"Suzhou, China"
2020-10-31,Machine_1033,3D Printer,Line_4,2019-03-20,2019-12-14,0,15,PL-123,"Suzhou, China"
2020-10-31,Machine_1034,Lathe,Line_4,2017-10-26,2019-03-17,5,9,PL-123,"Suzhou, China"
2020-10-31,Machine_1035,CNC,Line_4,2014-09-09,2019-04-09,12,6,PL-123,"Suzhou, China"
2020-10-31,Machine_1036,Lathe,Line_2,2017-07-06,2019-03-23,6,12,PL-123,"Suzhou, China"
